,date,shops,office_building,industrial_park,fve,mve,wpg,price
17823.0,18/10/2020 15:45,140.664,53.976,49.236,2213.1336,621.86,839.9,"18,00"
17824.0,18/10/2020 16:00,141.0,51.168,51.24,2547.2284,539.86,866.37,"24,00"
17825.0,18/10/2020 16:15,140.792,48.984,32.324,1675.5216,532.32,888.69,"24,00"
17826.0,18/10/2020 16:30,140.156,48.048,22.04,1571.0384,534.14,908.78,"24,00"
17827.0,18/10/2020 16:45,141.948,46.8,22.216,1441.5068,537.08,948.74,"24,00"
17828.0,18/10/2020 17:00,144.884,46.8,33.184,1180.8912,568.08,980.21,"20,34"
17829.0,18/10/2020 17:15,142.116,46.176,39.556,1124.6328,618.9,993.17,"20,34"
17830.0,18/10/2020 17:30,144.468,48.672,32.128,1681.3336,617.78,1028.42,"20,34"
17831.0,18/10/2020 17:45,141.216,51.48,37.152,1415.0808,615.72,1074.06,"20,34"
17832.0,18/10/2020 18:00,141.132,51.48,31.12,1238.7592,603.78,1135.66,"22,00"
17833.0,18/10/2020 18:15,126.112,50.856,27.66,982.8012,597.78,1172.81,"22,00"
17834.0,18/10/2020 18:30,119.04,50.544,26.3,762.5904,561.78,1197.95,"22,00"
17835.0,18/10/2020 18:45,117.344,51.168,21.088,469.4592,512.48,1227.51,"22,00"
17836.0,18/10/2020 19:00,113.068,50.544,24.06,155.406,586.6,1254.29,"24,06"
17837.0,18/10/2020 19:15,84.292,51.48,21.86,167.7532,600.54,1262.32,"24,06"
17838.0,18/10/2020 19:30,37.368,50.232,19.476,186.0724,645.48,1273.76,"24,06"
17839.0,18/10/2020 19:45,27.536,50.232,24.728,103.4904,685.42,1286.33,"24,06"
17840.0,18/10/2020 20:00,26.704,51.48,19.892,68.456,691.42,1314.18,"23,39"
17841.0,18/10/2020 20:15,26.536,51.48,15.56,35.5892,699.76,1334.66,"23,39"
17842.0,18/10/2020 20:30,28.288,50.856,13.504,10.1052,697.18,1358.09,"23,39"
17843.0,18/10/2020 20:45,26.628,50.856,8.356,0.258,695.18,1365.96,"23,39"
17844.0,18/10/2020 21:00,28.456,50.544,7.372,0.0,696.18,1394.94,"22,37"
17845.0,18/10/2020 21:15,25.964,51.168,7.412,0.0,696.06,1418.39,"22,37"
17846.0,18/10/2020 21:30,26.72,50.856,7.64,0.0,756.88,1450.41,"22,37"
17847.0,18/10/2020 21:45,26.964,50.232,7.444,0.0,837.7,1468.19,"22,37"
17848.0,18/10/2020 22:00,24.64,50.856,7.072,0.0,885.06,1453.75,"19,00"
17849.0,18/10/2020 22:15,21.168,49.608,7.268,0.0,889.98,1459.36,"19,00"
17850.0,18/10/2020 22:30,18.152,47.424,6.568,0.0,870.68,1480.62,"19,00"
17851.0,18/10/2020 22:45,11.444,47.424,6.588,0.0,820.68,1490.61,"19,00"
17852.0,18/10/2020 23:00,10.484,47.112,6.56,0.0,795.56,1510.14,"4,90"
17853.0,18/10/2020 23:15,10.76,47.112,6.428,0.0,869.7,1501.28,"4,90"
17854.0,18/10/2020 23:30,10.876,47.112,6.608,0.0,939.28,1509.89,"4,90"
17855.0,18/10/2020 23:45,11.268,46.8,6.756,0.0,919.34,1515.83,"4,90"
17856.0,19/10/2020 00:00,8.812,43.056,6.788,0.0,820.22,1523.36,"0,40"
17857.0,19/10/2020 00:15,11.232,46.488,7.024,0.0,755.74,1531.72,"0,40"
17858.0,19/10/2020 00:30,10.86,46.488,7.308,0.0,747.98,1510.34,"0,40"
17859.0,19/10/2020 00:45,10.668,47.112,7.164,0.0,760.62,1501.57,"0,40"
17860.0,19/10/2020 01:00,11.04,47.736,6.876,0.0,820.44,1489.67,"-0,02"
17861.0,19/10/2020 01:15,11.484,47.736,7.3,0.0,755.2,1491.5,"-0,02"
17862.0,19/10/2020 01:30,10.3,46.8,6.892,0.0,661.02,1496.95,"-0,02"
17863.0,19/10/2020 01:45,10.736,46.176,7.416,0.0,598.66,1489.16,"-0,02"
17864.0,19/10/2020 02:00,10.728,47.112,7.416,0.0,548.5,1468.87,"-0,89"
17865.0,19/10/2020 02:15,10.656,46.176,7.084,0.0,552.44,1470.33,"-0,89"
17866.0,19/10/2020 02:30,11.232,45.864,7.288,0.0,607.5,1457.56,"-0,89"
17867.0,19/10/2020 02:45,10.368,45.864,6.944,0.0,635.08,1449.58,"-0,89"
17868.0,19/10/2020 03:00,11.348,45.552,7.62,0.0,633.72,1447.24,"-1,34"
17869.0,19/10/2020 03:15,10.472,46.488,7.572,0.0,631.42,1436.8,"-1,34"
17870.0,19/10/2020 03:30,10.372,45.24,6.96,0.0,629.5,1442.65,"-1,34"
17871.0,19/10/2020 03:45,11.708,45.552,7.148,0.0,618.76,1432.38,"-1,34"
17872.0,19/10/2020 04:00,10.8,45.552,8.408,0.0,618.34,1415.36,"-5,00"
17873.0,19/10/2020 04:15,10.312,45.552,7.316,0.0,618.6,1399.28,"-5,00"
17874.0,19/10/2020 04:30,10.78,45.24,7.164,0.0,614.34,1396.03,"-5,00"
17875.0,19/10/2020 04:45,10.236,45.24,5.08,0.0008,613.48,1381.05,"-5,00"
17876.0,19/10/2020 05:00,11.484,45.552,5.292,0.8088,616.64,1373.5,"-4,92"
17877.0,19/10/2020 05:15,10.472,44.928,4.976,18.142,617.28,1353.28,"-4,92"
17878.0,19/10/2020 05:30,9.8,44.928,7.068,58.9816,617.98,1327.78,"-4,92"
17879.0,19/10/2020 05:45,10.14,44.928,10.172,130.2812,628.88,1315.75,"-4,92"
17880.0,19/10/2020 06:00,13.112,46.176,13.74,194.678,674.3,1321.25,"-6,15"
17881.0,19/10/2020 06:15,16.36,46.8,10.908,250.3416,723.52,1335.13,"-6,15"
17882.0,19/10/2020 06:30,21.16,46.176,8.232,308.4992,724.28,1325.23,"-6,15"
17883.0,19/10/2020 06:45,19.172,46.488,5.352,373.7532,722.04,1313.96,"-6,15"
17884.0,19/10/2020 07:00,19.196,49.296,5.292,472.326,719.74,1321.24,"-4,18"
17885.0,19/10/2020 07:15,32.536,48.984,6.272,572.1344,716.26,1289.79,"-4,18"
17886.0,19/10/2020 07:30,60.548,52.104,5.32,640.9172,715.9,1255.94,"-4,18"
17887.0,19/10/2020 07:45,71.792,48.984,5.732,758.3944,715.66,1243.52,"-4,18"
17888.0,19/10/2020 08:00,101.124,53.352,5.408,877.4388,715.6,1229.99,"0,85"
17889.0,19/10/2020 08:15,128.4,53.04,5.372,1311.0852,714.0,1207.75,"0,85"
17890.0,19/10/2020 08:30,132.336,54.288,5.836,1318.3048,699.3,1194.16,"0,85"
17891.0,19/10/2020 08:45,140.524,53.352,5.016,1634.0616,666.18,1181.57,"0,85"
17892.0,19/10/2020 09:00,133.572,55.536,5.22,1881.6708,634.06,1194.24,"6,12"
17893.0,19/10/2020 09:15,135.396,57.408,5.264,2203.6192,636.6,1198.34,"6,12"
17894.0,19/10/2020 09:30,139.34,54.288,5.156,2305.382,649.4,1232.75,"6,12"
17895.0,19/10/2020 09:45,137.724,55.848,5.428,2917.0636,650.12,1265.19,"6,12"
17896.0,19/10/2020 10:00,133.608,56.784,5.592,3083.3732,651.18,1305.23,"16,43"
17897.0,19/10/2020 10:15,140.392,56.16,5.076,3181.4344,652.8,1345.11,"16,43"
17898.0,19/10/2020 10:30,138.72,57.408,5.792,3191.5736,652.2,1349.77,"16,43"
17899.0,19/10/2020 10:45,138.724,55.536,5.208,2616.956,651.84,1384.98,"16,43"
17900.0,19/10/2020 11:00,141.248,55.224,5.776,2975.6412,646.46,1435.05,"20,00"
17901.0,19/10/2020 11:15,141.464,54.6,5.72,3560.2016,644.54,1463.35,"20,00"
17902.0,19/10/2020 11:30,147.632,57.408,4.956,3628.8592,644.36,1459.18,"20,00"
17903.0,19/10/2020 11:45,142.04,54.6,5.084,3621.2436,645.3,1443.52,"20,00"
17904.0,19/10/2020 12:00,140.688,56.16,5.34,3577.4104,645.12,1455.0,"3,00"
17905.0,19/10/2020 12:15,139.284,56.472,4.94,3820.91,645.0,1475.14,"3,00"
17906.0,19/10/2020 12:30,138.16,56.16,5.024,3821.9424,643.94,1479.19,"3,00"
17907.0,19/10/2020 12:45,136.34,54.912,5.4,3602.0164,644.7,1471.91,"3,00"
17908.0,19/10/2020 13:00,132.436,52.728,5.18,3749.672,645.64,1465.81,"3,00"
17909.0,19/10/2020 13:15,132.336,52.104,5.48,3527.952,645.46,1454.38,"3,00"
17910.0,19/10/2020 13:30,133.872,52.416,5.552,3676.936,671.4,1439.69,"3,00"
17911.0,19/10/2020 13:45,133.392,51.792,5.472,3797.4092,732.22,1449.35,"3,00"
17912.0,19/10/2020 14:00,130.996,51.792,5.132,3481.6444,772.04,1440.53,"5,00"
17913.0,19/10/2020 14:15,132.316,50.856,5.28,3280.126,703.98,1447.55,"5,00"
17914.0,19/10/2020 14:30,131.38,50.232,5.148,2856.6892,666.92,1439.47,"5,00"
17915.0,19/10/2020 14:45,131.556,52.416,5.2,2918.6336,1168.74,1413.67,"5,00"
17916.0,19/10/2020 15:00,129.756,52.104,5.38,2549.326,871.58,1394.89,"6,70"
17917.0,19/10/2020 15:15,129.252,50.232,4.876,1871.7036,731.38,1370.06,"6,70"
17918.0,19/10/2020 15:30,130.624,50.856,5.78,1872.144,803.86,1354.17,"6,70"
17919.0,19/10/2020 15:45,129.384,50.544,6.6,1092.8048,817.62,1317.48,"6,70"
17920.0,19/10/2020 16:00,128.744,51.168,4.792,838.1724,738.72,1290.83,"25,00"
17921.0,19/10/2020 16:15,127.556,50.856,4.516,602.2132,672.84,1257.73,"25,00"
17922.0,19/10/2020 16:30,129.292,49.608,5.056,524.2068,647.5,1198.51,"25,00"
17923.0,19/10/2020 16:45,134.3,49.296,6.296,474.6992,573.84,1146.12,"25,00"
17924.0,19/10/2020 17:00,131.884,48.048,4.92,492.9724,545.74,1110.66,"30,95"
17925.0,19/10/2020 17:15,125.048,47.736,4.484,733.63,534.36,1063.11,"30,95"
17926.0,19/10/2020 17:30,122.608,47.424,4.6,752.6272,529.1,1007.34,"30,95"
17927.0,19/10/2020 17:45,121.44,48.048,4.932,685.4364,554.24,959.96,"30,95"
17928.0,19/10/2020 18:00,120.864,48.048,4.656,701.0208,700.3,899.85,"40,50"
17929.0,19/10/2020 18:15,118.44,48.672,7.096,481.5568,805.18,867.0,"40,50"
17930.0,19/10/2020 18:30,125.504,48.672,8.924,423.4592,797.24,838.62,"40,50"
17931.0,19/10/2020 18:45,124.924,50.856,7.736,505.4308,789.28,839.1,"40,50"
17932.0,19/10/2020 19:00,113.384,48.672,7.484,356.7476,789.26,844.1,"27,55"
17933.0,19/10/2020 19:15,74.836,48.672,7.9,213.7832,786.26,831.43,"27,55"
17934.0,19/10/2020 19:30,27.9,48.984,8.572,105.2712,789.94,823.52,"27,55"
17935.0,19/10/2020 19:45,26.004,48.672,7.992,48.0844,790.52,821.94,"27,55"
17936.0,19/10/2020 20:00,25.384,47.424,8.34,21.5176,729.34,813.76,"23,90"
17937.0,19/10/2020 20:15,24.984,48.048,7.812,12.8672,701.34,821.6,"23,90"
17938.0,19/10/2020 20:30,25.372,46.8,7.984,1.8244,696.18,808.7,"23,90"
17939.0,19/10/2020 20:45,24.792,43.68,7.984,0.0,698.24,799.23,"23,90"
17940.0,19/10/2020 21:00,25.16,42.744,7.728,0.0,701.86,787.84,"20,28"
17941.0,19/10/2020 21:15,25.34,43.368,8.128,0.0,722.0,814.86,"20,28"
17942.0,19/10/2020 21:30,25.052,43.68,7.652,0.0,788.54,809.52,"20,28"
17943.0,19/10/2020 21:45,25.348,43.68,7.304,0.0,969.7,799.63,"20,28"
17944.0,19/10/2020 22:00,22.972,43.056,7.82,0.0,1160.76,774.9,"19,22"
17945.0,19/10/2020 22:15,19.848,43.056,7.868,0.0,1180.54,764.13,"19,22"
17946.0,19/10/2020 22:30,17.384,43.056,6.692,0.0,1091.74,743.26,"19,22"
17947.0,19/10/2020 22:45,8.932,43.68,6.492,0.0,873.04,708.15,"19,22"
17948.0,19/10/2020 23:00,9.492,42.744,6.812,0.0,792.26,701.17,"20,21"
17949.0,19/10/2020 23:15,9.284,42.744,6.448,0.0,841.6,687.42,"20,21"
17950.0,19/10/2020 23:30,9.212,43.68,6.9,0.0,1047.88,684.61,"20,21"
17951.0,19/10/2020 23:45,8.872,42.744,7.156,0.0,1156.04,695.05,"20,21"
17952.0,20/10/2020 00:00,9.344,42.12,10.004,0.0,1065.58,695.24,"13,30"
17953.0,20/10/2020 00:15,9.14,43.368,11.324,0.0,864.7,681.64,"13,30"
17954.0,20/10/2020 00:30,8.908,43.056,10.348,0.0,776.44,668.89,"13,30"
17955.0,20/10/2020 00:45,9.04,42.744,10.696,0.0,872.58,675.54,"13,30"
17956.0,20/10/2020 01:00,9.528,43.368,10.504,0.0,1088.18,684.03,"10,40"
17957.0,20/10/2020 01:15,9.168,42.12,10.032,0.0,1165.18,683.24,"10,40"
17958.0,20/10/2020 01:30,9.792,43.056,18.588,0.0,987.6,686.56,"10,40"
17959.0,20/10/2020 01:45,9.728,42.432,10.04,0.0,798.4,690.0,"10,40"
17960.0,20/10/2020 02:00,9.084,43.368,11.168,0.0,687.64,682.2,"10,19"
17961.0,20/10/2020 02:15,9.256,42.12,12.796,0.0,680.26,683.87,"10,19"
17962.0,20/10/2020 02:30,9.428,42.744,11.024,0.0,826.58,669.94,"10,19"
17963.0,20/10/2020 02:45,9.016,42.12,14.376,0.0,934.96,671.65,"10,19"
17964.0,20/10/2020 03:00,9.508,43.056,15.088,0.0,877.34,661.39,"11,95"
17965.0,20/10/2020 03:15,9.604,42.432,11.984,0.0,762.94,654.34,"11,95"
17966.0,20/10/2020 03:30,9.152,42.432,20.552,0.0,747.32,660.39,"11,95"
17967.0,20/10/2020 03:45,9.936,42.432,18.048,0.0,894.66,676.54,"11,95"
17968.0,20/10/2020 04:00,9.664,42.744,32.076,0.0,1102.18,682.18,"17,00"
17969.0,20/10/2020 04:15,9.98,43.056,27.756,0.0,1122.1,685.01,"17,00"
17970.0,20/10/2020 04:30,9.176,42.432,52.056,0.0,978.88,685.14,"17,00"
17971.0,20/10/2020 04:45,9.496,43.056,106.7,0.0,807.06,691.29,"17,00"
17972.0,20/10/2020 05:00,9.712,42.432,97.512,0.0,770.08,704.87,"24,08"
17973.0,20/10/2020 05:15,9.852,42.432,125.688,0.0004,862.24,701.84,"24,08"
17974.0,20/10/2020 05:30,9.848,41.808,139.7,0.0392,1046.06,695.93,"24,08"
17975.0,20/10/2020 05:45,9.604,43.368,165.16,2.1044,1096.88,686.09,"24,08"
17976.0,20/10/2020 06:00,18.124,42.744,166.536,16.6628,938.46,704.86,"25,56"
17977.0,20/10/2020 06:15,24.412,42.432,152.12,29.3468,780.16,698.09,"25,56"
17978.0,20/10/2020 06:30,18.616,42.744,144.052,61.9256,737.8,685.52,"25,56"
17979.0,20/10/2020 06:45,17.412,41.496,161.22,130.89,828.26,682.33,"25,56"
17980.0,20/10/2020 07:00,18.812,42.744,141.548,178.1928,1032.14,692.38,"25,71"
17981.0,20/10/2020 07:15,42.992,42.744,158.364,222.7804,1067.9,707.37,"25,71"
17982.0,20/10/2020 07:30,58.308,43.056,179.224,270.3116,1001.6,700.9,"25,71"
17983.0,20/10/2020 07:45,80.032,43.056,170.776,351.2172,853.48,699.4,"25,71"
17984.0,20/10/2020 08:00,105.424,40.248,153.276,459.2692,820.32,698.09,"22,00"
17985.0,20/10/2020 08:15,120.252,39.624,161.036,606.2088,953.0,677.14,"22,00"
17986.0,20/10/2020 08:30,119.348,39.624,156.132,679.2524,1207.02,670.66,"22,00"
17987.0,20/10/2020 08:45,112.516,40.248,153.592,698.6416,1275.28,683.9,"22,00"
17988.0,20/10/2020 09:00,122.512,40.56,154.82,761.1084,1206.28,690.25,"30,23"
17989.0,20/10/2020 09:15,126.548,39.624,118.74,763.048,1165.76,685.29,"30,23"
17990.0,20/10/2020 09:30,126.668,40.248,95.608,1087.0356,1113.48,691.78,"30,23"
17991.0,20/10/2020 09:45,124.6,40.56,96.872,1574.6268,1186.18,708.52,"30,23"
17992.0,20/10/2020 10:00,131.64,39.312,101.88,1705.9184,1278.38,719.74,"35,11"
17993.0,20/10/2020 10:15,126.316,40.56,126.82,1767.0256,1289.08,730.76,"35,11"
17994.0,20/10/2020 10:30,129.08,39.624,126.788,1895.538,1284.32,748.48,"35,11"
17995.0,20/10/2020 10:45,129.06,39.624,119.668,2016.84,1281.14,778.28,"35,11"
17996.0,20/10/2020 11:00,129.596,40.872,120.776,1928.5748,1266.96,784.83,"36,99"
17997.0,20/10/2020 11:15,133.5,39.312,116.688,1971.8864,1192.72,796.26,"36,99"
17998.0,20/10/2020 11:30,129.512,40.872,108.86,2368.306,1187.48,806.18,"36,99"
17999.0,20/10/2020 11:45,126.956,39.0,124.368,2253.9552,1188.52,819.51,"36,99"
18000.0,20/10/2020 12:00,126.932,39.936,116.852,2006.8584,1238.3,832.32,"30,00"
18001.0,20/10/2020 12:15,133.04,40.872,111.644,2094.274,1252.78,844.57,"30,00"
18002.0,20/10/2020 12:30,135.804,39.936,116.416,2068.0604,1250.42,842.75,"30,00"
18003.0,20/10/2020 12:45,133.32,40.248,100.284,2255.0644,1217.24,857.03,"30,00"
18004.0,20/10/2020 13:00,132.476,40.872,92.764,2519.1216,1179.0,835.56,"38,65"
18005.0,20/10/2020 13:15,133.256,40.56,95.5,2366.3784,1181.76,813.39,"38,65"
18006.0,20/10/2020 13:30,140.376,40.56,105.768,2308.31,1176.58,831.08,"38,65"
18007.0,20/10/2020 13:45,140.924,40.872,90.596,2567.852,1172.92,844.23,"38,65"
18008.0,20/10/2020 14:00,134.048,40.56,90.924,3178.5516,1198.76,848.55,"39,66"
18009.0,20/10/2020 14:15,137.432,40.56,81.916,3068.662,1242.94,827.78,"39,66"
18010.0,20/10/2020 14:30,145.092,40.248,74.364,2645.634,1255.12,829.68,"39,66"
18011.0,20/10/2020 14:45,137.176,40.56,80.16,1614.8056,1231.84,834.96,"39,66"
18012.0,20/10/2020 15:00,134.292,40.56,68.98,1670.4464,1189.6,801.99,"41,90"
18013.0,20/10/2020 15:15,132.692,40.56,55.236,1664.6432,1200.66,794.83,"41,90"
18014.0,20/10/2020 15:30,131.592,40.248,54.524,1213.8644,1259.7,770.6,"41,90"
18015.0,20/10/2020 15:45,133.172,40.872,57.416,1682.2036,1250.68,756.93,"41,90"
18016.0,20/10/2020 16:00,127.472,39.936,61.972,1297.4924,1245.48,735.07,"26,00"
18017.0,20/10/2020 16:15,128.156,40.56,45.956,698.5516,1205.0,753.38,"26,00"
18018.0,20/10/2020 16:30,129.396,42.12,21.224,986.4932,1124.06,738.76,"26,00"
18019.0,20/10/2020 16:45,133.388,42.12,15.048,1112.2464,1119.06,736.0,"26,00"
18020.0,20/10/2020 17:00,134.752,42.12,25.144,1033.588,1182.06,712.53,"26,26"
18021.0,20/10/2020 17:15,125.216,41.808,33.336,1040.0148,1180.2,700.58,"26,26"
18022.0,20/10/2020 17:30,126.064,41.496,28.208,801.7688,1181.82,703.6,"26,26"
18023.0,20/10/2020 17:45,124.96,42.432,28.264,716.7208,1181.56,691.38,"26,26"
18024.0,20/10/2020 18:00,124.444,41.184,26.04,694.6416,1180.46,686.8,"31,46"
18025.0,20/10/2020 18:15,123.884,42.12,23.752,725.5432,1172.96,678.78,"31,46"
18026.0,20/10/2020 18:30,131.72,41.808,28.456,910.0136,1167.22,675.09,"31,46"
18027.0,20/10/2020 18:45,121.56,42.12,35.036,899.3788,1164.04,687.29,"31,46"
18028.0,20/10/2020 19:00,112.432,42.432,30.772,750.2576,1164.1,695.47,"33,80"
18029.0,20/10/2020 19:15,83.588,42.12,23.66,528.076,1162.26,700.4,"33,80"
18030.0,20/10/2020 19:30,39.74,42.744,23.532,274.8136,1148.62,712.6,"33,80"
18031.0,20/10/2020 19:45,26.56,42.744,28.436,163.4916,1109.46,712.53,"33,80"
18032.0,20/10/2020 20:00,25.132,42.432,27.024,109.6328,1072.8,715.43,"33,80"
18033.0,20/10/2020 20:15,24.916,41.496,22.58,70.1664,1093.74,714.88,"33,80"
18034.0,20/10/2020 20:30,24.66,42.744,21.552,21.376,1122.16,703.24,"33,80"
18035.0,20/10/2020 20:45,25.088,41.496,21.9,3.3448,1120.02,671.66,"33,80"
18036.0,20/10/2020 21:00,25.152,42.432,19.576,0.0,1152.24,669.73,"34,58"
18037.0,20/10/2020 21:15,24.708,41.808,22.432,0.0,1207.72,662.09,"34,58"
18038.0,20/10/2020 21:30,24.604,42.744,22.352,0.0,1159.72,658.45,"34,58"
18039.0,20/10/2020 21:45,24.628,41.808,23.312,0.0,1082.84,653.62,"34,58"
18040.0,20/10/2020 22:00,21.34,41.808,23.632,0.0,1078.14,648.57,"30,86"
18041.0,20/10/2020 22:15,18.464,41.808,14.032,0.0,1080.08,654.76,"30,86"
18042.0,20/10/2020 22:30,18.284,42.432,11.62,0.0,1082.08,653.96,"30,86"
18043.0,20/10/2020 22:45,11.392,41.496,11.232,0.0,1134.72,647.34,"30,86"
18044.0,20/10/2020 23:00,9.212,42.12,10.884,0.0,1135.96,645.15,"26,95"
18045.0,20/10/2020 23:15,9.056,41.184,10.296,0.0,1134.84,641.04,"26,95"
18046.0,20/10/2020 23:30,9.52,41.808,11.092,0.0,1119.72,626.63,"26,95"
18047.0,20/10/2020 23:45,9.076,40.872,10.62,0.0,1055.68,612.92,"26,95"
18048.0,21/10/2020 00:00,9.68,41.808,9.66,0.0,1010.58,612.13,"26,20"
18049.0,21/10/2020 00:15,9.264,41.496,10.508,0.0,1025.98,606.12,"26,20"
18050.0,21/10/2020 00:30,9.164,42.12,10.432,0.0,1074.86,593.7,"26,20"
18051.0,21/10/2020 00:45,9.16,41.808,8.9,0.0,1067.86,591.51,"26,20"
18052.0,21/10/2020 01:00,9.464,42.12,8.664,0.0,1067.68,588.58,"26,29"
18053.0,21/10/2020 01:15,9.44,41.808,9.96,0.0,1070.48,582.63,"26,29"
18054.0,21/10/2020 01:30,8.86,42.12,12.504,0.0,1021.64,588.33,"26,29"
18055.0,21/10/2020 01:45,9.332,42.12,22.628,0.0,901.76,590.09,"26,29"
18056.0,21/10/2020 02:00,9.076,41.808,11.668,0.0,760.64,583.86,"25,43"
18057.0,21/10/2020 02:15,9.108,41.496,16.216,0.0,674.64,587.96,"25,43"
18058.0,21/10/2020 02:30,9.544,42.12,24.068,0.0,690.52,597.42,"25,43"
18059.0,21/10/2020 02:45,9.012,42.12,19.148,0.0,835.4,594.25,"25,43"
18060.0,21/10/2020 03:00,9.352,41.496,14.2,0.0,943.22,589.83,"26,04"
18061.0,21/10/2020 03:15,9.212,42.432,31.468,0.0,808.22,583.64,"26,04"
18062.0,21/10/2020 03:30,9.764,42.12,26.808,0.0,665.64,579.29,"26,04"
18063.0,21/10/2020 03:45,9.964,42.432,23.212,0.0,586.24,571.96,"26,04"
18064.0,21/10/2020 04:00,9.552,42.12,24.704,0.0,664.46,574.36,"26,67"
18065.0,21/10/2020 04:15,9.34,41.808,23.084,0.0,863.0,574.84,"26,67"
18066.0,21/10/2020 04:30,8.972,41.808,24.696,0.0,927.82,570.16,"26,67"
18067.0,21/10/2020 04:45,9.048,41.808,28.232,0.0,805.82,560.55,"26,67"
18068.0,21/10/2020 05:00,8.944,42.432,25.748,0.034,678.54,562.79,"34,51"
18069.0,21/10/2020 05:15,9.356,41.496,25.276,3.7328,597.24,561.21,"34,51"
18070.0,21/10/2020 05:30,9.392,42.12,45.16,14.6304,694.22,558.85,"34,51"
18071.0,21/10/2020 05:45,16.024,42.12,76.736,47.32,904.34,557.4,"34,51"
18072.0,21/10/2020 06:00,24.544,42.12,85.94,88.4224,977.78,548.04,"39,01"
18073.0,21/10/2020 06:15,28.316,40.872,106.612,179.346,897.04,532.08,"39,01"
18074.0,21/10/2020 06:30,25.76,41.808,108.56,276.8312,770.92,521.49,"39,01"
18075.0,21/10/2020 06:45,25.064,41.496,121.96,480.212,761.68,509.31,"39,01"
18076.0,21/10/2020 07:00,38.756,40.248,126.688,783.394,885.52,507.77,"39,00"
18077.0,21/10/2020 07:15,58.58,40.248,123.384,966.8092,1083.92,507.1,"39,00"
18078.0,21/10/2020 07:30,75.132,40.872,114.696,1111.9544,1121.32,500.74,"39,00"
18079.0,21/10/2020 07:45,108.588,38.688,124.348,1245.7732,1013.64,481.23,"39,00"
18080.0,21/10/2020 08:00,120.784,39.312,145.016,1410.876,925.94,466.55,"36,92"
18081.0,21/10/2020 08:15,130.82,39.312,139.268,1514.8752,885.06,453.14,"36,92"
18082.0,21/10/2020 08:30,129.364,39.0,141.168,2132.7624,889.82,449.7,"36,92"
18083.0,21/10/2020 08:45,127.34,39.624,134.524,2088.4628,927.64,436.29,"36,92"
18084.0,21/10/2020 09:00,132.052,39.312,147.368,1796.5072,1003.92,436.22,"37,00"
18085.0,21/10/2020 09:15,132.444,38.688,150.248,2031.2772,1054.94,429.69,"37,00"
18086.0,21/10/2020 09:30,129.928,39.624,141.284,2100.7736,1043.36,428.26,"37,00"
18087.0,21/10/2020 09:45,129.696,39.312,145.44,2594.9452,957.94,432.95,"37,00"
18088.0,21/10/2020 10:00,134.912,39.312,134.176,2826.7836,936.34,429.36,"35,96"
18089.0,21/10/2020 10:15,138.896,39.624,107.576,2537.9304,919.46,425.82,"35,96"
18090.0,21/10/2020 10:30,140.724,39.624,92.24,3010.0816,917.74,419.7,"35,96"
18091.0,21/10/2020 10:45,140.844,39.312,106.748,2982.296,927.16,416.94,"35,96"
18092.0,21/10/2020 11:00,153.868,39.936,110.708,2844.4464,964.74,413.06,"30,08"
18093.0,21/10/2020 11:15,156.028,39.0,142.392,3544.9604,965.68,418.17,"30,08"
18094.0,21/10/2020 11:30,154.66,39.624,132.424,3325.9624,962.5,412.8,"30,08"
18095.0,21/10/2020 11:45,154.664,40.248,141.56,3297.0612,906.44,402.8,"30,08"
18096.0,21/10/2020 12:00,153.604,39.312,138.42,2929.0932,827.38,372.96,"31,20"
18097.0,21/10/2020 12:15,155.264,39.312,125.484,2993.9712,760.32,361.85,"31,20"
18098.0,21/10/2020 12:30,152.32,39.312,120.912,3015.9988,748.2,346.34,"31,20"
18099.0,21/10/2020 12:45,161.488,39.0,126.096,1921.2952,752.26,357.64,"31,20"
18100.0,21/10/2020 13:00,155.464,39.624,122.42,1690.9676,700.08,351.63,"27,85"
18101.0,21/10/2020 13:15,160.48,39.624,122.02,1263.0108,633.78,331.38,"27,85"
18102.0,21/10/2020 13:30,167.416,39.936,116.676,1297.9952,576.7,321.5,"27,85"
18103.0,21/10/2020 13:45,157.996,39.936,108.312,1349.286,662.26,302.33,"27,85"
18104.0,21/10/2020 14:00,155.528,38.688,108.628,1103.032,837.02,294.44,"27,52"
18105.0,21/10/2020 14:15,159.992,39.624,98.208,925.7976,940.06,282.38,"27,52"
18106.0,21/10/2020 14:30,173.612,39.312,83.088,823.8996,922.26,277.62,"27,52"
18107.0,21/10/2020 14:45,171.612,38.688,71.88,761.334,823.2,271.3,"27,52"
18108.0,21/10/2020 15:00,154.388,39.312,84.872,760.448,734.96,267.05,"28,50"
18109.0,21/10/2020 15:15,147.34,38.688,85.348,801.5984,803.72,256.12,"28,50"
18110.0,21/10/2020 15:30,147.116,39.312,88.144,923.3428,977.78,251.51,"28,50"
18111.0,21/10/2020 15:45,143.088,39.0,64.932,967.948,1007.9,248.74,"28,50"
18112.0,21/10/2020 16:00,139.36,38.376,54.6,1241.8356,874.82,238.06,"33,36"
18113.0,21/10/2020 16:15,137.156,39.312,57.128,1501.0588,652.32,231.49,"33,36"
18114.0,21/10/2020 16:30,133.484,39.0,50.028,1417.8336,498.28,228.83,"33,36"
18115.0,21/10/2020 16:45,133.72,39.0,55.1,1409.2452,478.1,221.39,"33,36"
