,date,shops,office_building,industrial_park,fve,mve,wpg,price
301.0,04/01/2020 03:15,14.704,40.248,11.456,0.0,2961.18,64.93,"10,96"
302.0,04/01/2020 03:30,14.948,40.872,9.132,0.0,2962.0,64.58,"10,96"
303.0,04/01/2020 03:45,14.832,41.496,9.048,0.0,2964.46,62.54,"10,96"
304.0,04/01/2020 04:00,15.1,40.872,8.492,0.0,2961.74,59.86,"11,00"
305.0,04/01/2020 04:15,15.164,40.248,8.736,0.0,2951.18,62.1,"11,00"
306.0,04/01/2020 04:30,15.156,40.56,8.92,0.0,2781.78,64.38,"11,00"
307.0,04/01/2020 04:45,15.092,40.872,8.488,0.0,2764.06,63.83,"11,00"
308.0,04/01/2020 05:00,16.072,40.56,14.0,0.0,2790.16,61.07,"10,79"
309.0,04/01/2020 05:15,15.704,41.808,11.004,0.0,2805.46,61.06,"10,79"
310.0,04/01/2020 05:30,15.908,43.368,9.916,0.0,2783.36,59.34,"10,79"
311.0,04/01/2020 05:45,15.124,44.304,10.864,0.0,2806.12,54.72,"10,79"
312.0,04/01/2020 06:00,16.012,43.056,11.324,0.0,2824.12,51.23,"11,00"
313.0,04/01/2020 06:15,16.524,43.992,10.828,0.0,2804.62,45.94,"11,00"
314.0,04/01/2020 06:30,18.036,44.928,8.98,0.0,2791.16,35.95,"11,00"
315.0,04/01/2020 06:45,27.68,45.24,7.128,0.0,2827.68,29.02,"11,00"
316.0,04/01/2020 07:00,34.368,47.424,18.088,0.0,2849.5,22.34,"15,71"
317.0,04/01/2020 07:15,47.976,47.736,17.396,0.0,2832.66,17.84,"15,71"
318.0,04/01/2020 07:30,71.856,49.608,18.5,0.0,2777.9,15.23,"15,71"
319.0,04/01/2020 07:45,74.176,51.168,18.048,0.0,2799.8,15.85,"15,71"
320.0,04/01/2020 08:00,84.08,49.296,12.684,3.0004,2838.58,17.03,"34,22"
321.0,04/01/2020 08:15,86.62,44.928,8.572,25.5552,2753.96,18.67,"34,22"
322.0,04/01/2020 08:30,81.536,46.8,8.708,197.6028,2719.64,23.23,"34,22"
323.0,04/01/2020 08:45,90.672,47.424,7.028,389.0916,2757.16,26.17,"34,22"
324.0,04/01/2020 09:00,88.52,48.048,6.676,379.4244,1867.4,34.33,"37,70"
325.0,04/01/2020 09:15,79.312,48.36,11.152,909.234,2463.26,43.35,"37,70"
326.0,04/01/2020 09:30,72.812,46.8,12.348,1257.9176,2726.48,50.63,"37,70"
327.0,04/01/2020 09:45,98.976,46.8,11.064,1416.2992,2969.64,57.66,"37,70"
328.0,04/01/2020 10:00,100.676,47.424,7.54,1539.78,3015.84,61.08,"39,90"
329.0,04/01/2020 10:15,78.96,47.736,7.248,1648.944,2900.62,62.95,"39,90"
330.0,04/01/2020 10:30,63.792,47.112,7.024,1093.7752,2941.76,64.11,"39,90"
331.0,04/01/2020 10:45,56.42,46.488,8.076,1042.5192,2948.96,64.58,"39,90"
332.0,04/01/2020 11:00,62.24,46.488,7.16,999.1,2911.5,66.16,"40,70"
333.0,04/01/2020 11:15,64.8,46.176,6.368,1621.9432,2865.9,65.48,"40,70"
334.0,04/01/2020 11:30,63.936,44.928,6.404,2193.9872,2875.4,63.14,"40,70"
335.0,04/01/2020 11:45,64.396,44.616,5.9,2322.7312,2940.74,64.5,"40,70"
336.0,04/01/2020 12:00,55.708,46.488,5.92,2307.66,2957.98,63.63,"40,54"
337.0,04/01/2020 12:15,54.808,44.928,5.844,2457.5144,2923.18,66.63,"40,54"
338.0,04/01/2020 12:30,53.504,45.552,5.252,2451.6752,2797.24,70.04,"40,54"
339.0,04/01/2020 12:45,53.536,47.112,5.704,2051.7672,2746.9,68.63,"40,54"
340.0,04/01/2020 13:00,54.036,46.488,6.224,1800.2952,2807.52,73.59,"41,50"
341.0,04/01/2020 13:15,55.952,47.112,5.768,1644.122,2831.88,70.05,"41,50"
342.0,04/01/2020 13:30,55.848,47.424,5.6,1515.4572,2819.68,69.58,"41,50"
343.0,04/01/2020 13:45,54.192,48.048,6.092,1204.9448,2779.16,74.38,"41,50"
344.0,04/01/2020 14:00,54.436,47.424,5.024,702.294,2790.2,78.22,"40,22"
345.0,04/01/2020 14:15,56.408,47.736,6.372,1108.1768,2832.98,79.98,"40,22"
346.0,04/01/2020 14:30,54.596,47.112,5.4,883.162,2859.98,80.35,"40,22"
347.0,04/01/2020 14:45,51.768,47.112,5.82,376.5856,2873.32,81.09,"40,22"
348.0,04/01/2020 15:00,50.76,47.112,6.364,150.2632,2860.86,84.7,"39,86"
349.0,04/01/2020 15:15,48.132,48.672,12.384,110.2496,2812.06,88.53,"39,86"
350.0,04/01/2020 15:30,48.8,53.04,9.664,40.9204,2826.66,96.71,"39,86"
351.0,04/01/2020 15:45,40.044,53.976,8.04,15.8,2831.52,131.05,"39,86"
352.0,04/01/2020 16:00,37.788,53.04,11.008,3.0004,2809.62,120.81,"39,53"
353.0,04/01/2020 16:15,37.436,53.04,12.064,0.0,2792.2,108.39,"39,53"
354.0,04/01/2020 16:30,36.748,52.416,12.808,0.0,2876.02,114.05,"39,53"
355.0,04/01/2020 16:45,38.252,53.352,13.624,0.0,2872.32,115.52,"39,53"
356.0,04/01/2020 17:00,37.456,52.104,12.632,0.0,2909.46,117.8,"40,22"
357.0,04/01/2020 17:15,28.3,51.168,12.66,0.0,2972.62,129.97,"40,22"
358.0,04/01/2020 17:30,26.08,49.296,13.724,0.0,3007.84,116.11,"40,22"
359.0,04/01/2020 17:45,24.376,48.36,12.38,0.0,2976.74,122.08,"40,22"
360.0,04/01/2020 18:00,24.248,49.296,16.92,0.0,2967.62,127.62,"40,00"
361.0,04/01/2020 18:15,21.604,48.048,14.864,0.0,2951.0,140.71,"40,00"
362.0,04/01/2020 18:30,29.016,48.048,12.548,0.0,2948.6,152.13,"40,00"
363.0,04/01/2020 18:45,28.708,44.616,12.032,0.0,2970.84,166.85,"40,00"
364.0,04/01/2020 19:00,22.34,42.744,11.076,0.0,2985.58,166.38,"40,00"
365.0,04/01/2020 19:15,16.144,44.304,11.048,0.0,2989.12,165.75,"40,00"
366.0,04/01/2020 19:30,13.904,43.056,11.088,0.0,2984.08,170.99,"40,00"
367.0,04/01/2020 19:45,13.98,43.056,11.188,0.0,2975.34,170.33,"40,00"
368.0,04/01/2020 20:00,14.02,42.744,12.556,0.0,2963.56,164.86,"40,00"
369.0,04/01/2020 20:15,14.24,43.368,17.32,0.0,2960.94,159.87,"40,00"
370.0,04/01/2020 20:30,14.092,42.432,14.912,0.0,2960.1,165.26,"40,00"
371.0,04/01/2020 20:45,13.952,43.056,12.484,0.0,2956.04,166.12,"40,00"
372.0,04/01/2020 21:00,14.088,42.432,11.48,0.0,2952.26,160.87,"36,90"
373.0,04/01/2020 21:15,14.076,43.368,12.244,0.0,2956.66,153.6,"36,90"
374.0,04/01/2020 21:30,14.04,42.744,11.48,0.0,2975.0,145.82,"36,90"
375.0,04/01/2020 21:45,14.244,42.432,11.588,0.0,2980.32,143.59,"36,90"
376.0,04/01/2020 22:00,12.008,41.184,11.12,0.0,3002.92,141.93,"31,29"
377.0,04/01/2020 22:15,9.668,41.496,14.72,0.0,2979.26,138.01,"31,29"
378.0,04/01/2020 22:30,9.66,42.432,14.196,0.0,2967.1,139.18,"31,29"
379.0,04/01/2020 22:45,9.696,42.12,10.204,0.0,2960.36,138.43,"31,29"
380.0,04/01/2020 23:00,9.568,42.432,11.104,0.0,2951.48,134.69,"28,61"
381.0,04/01/2020 23:15,9.668,41.496,10.676,0.0,2948.34,136.9,"28,61"
382.0,04/01/2020 23:30,10.008,41.808,11.548,0.0,2946.16,129.42,"28,61"
383.0,04/01/2020 23:45,10.288,41.496,9.748,0.0,2946.1,120.73,"28,61"
384.0,05/01/2020 00:00,9.532,40.56,10.048,0.0,2942.6,113.73,"29,35"
385.0,05/01/2020 00:15,8.632,41.184,9.264,0.0,2942.15,106.97,"29,35"
386.0,05/01/2020 00:30,8.684,44.616,9.6,0.0,2940.7,100.59,"29,35"
387.0,05/01/2020 00:45,9.1,42.432,9.084,0.0,2947.12,96.64,"29,35"
388.0,05/01/2020 01:00,9.008,42.12,8.996,0.0,2945.88,90.57,"27,89"
389.0,05/01/2020 01:15,8.604,42.744,9.752,0.0,2911.44,86.69,"27,89"
390.0,05/01/2020 01:30,8.928,42.12,9.28,0.0,2902.78,85.35,"27,89"
391.0,05/01/2020 01:45,9.204,42.12,8.876,0.0,2917.36,80.64,"27,89"
392.0,05/01/2020 02:00,8.832,43.056,8.272,0.0,2920.64,79.05,"28,01"
393.0,05/01/2020 02:15,9.008,41.496,10.224,0.0,2926.14,79.04,"28,01"
394.0,05/01/2020 02:30,9.276,41.496,10.76,0.0,2924.2,73.55,"28,01"
395.0,05/01/2020 02:45,8.86,42.12,10.736,0.0,2840.1,74.6,"28,01"
396.0,05/01/2020 03:00,8.452,41.184,11.068,0.0,2808.7,72.13,"27,94"
397.0,05/01/2020 03:15,8.804,41.808,11.148,0.0,2857.78,78.31,"27,94"
398.0,05/01/2020 03:30,8.776,41.808,10.508,0.0,2873.74,86.62,"27,94"
399.0,05/01/2020 03:45,8.668,41.496,10.896,0.0,2848.08,89.03,"27,94"
400.0,05/01/2020 04:00,9.0,41.184,11.1,0.0,2853.94,88.99,"27,21"
401.0,05/01/2020 04:15,8.884,41.808,11.16,0.0,2927.84,91.29,"27,21"
402.0,05/01/2020 04:30,9.292,41.808,10.284,0.0,2961.7,96.93,"27,21"
403.0,05/01/2020 04:45,8.816,40.872,10.704,0.0,2942.34,99.05,"27,21"
404.0,05/01/2020 05:00,8.696,41.184,10.824,0.0,2818.92,102.83,"28,00"
405.0,05/01/2020 05:15,8.536,41.184,11.356,0.0,2807.36,101.9,"28,00"
406.0,05/01/2020 05:30,8.356,41.184,11.008,0.0,2831.3,105.07,"28,00"
407.0,05/01/2020 05:45,9.396,41.496,10.616,0.0,2833.28,102.64,"28,00"
408.0,05/01/2020 06:00,8.8,40.56,9.756,0.0,2831.14,94.43,"28,14"
409.0,05/01/2020 06:15,9.008,40.872,18.48,0.0,2827.42,84.48,"28,14"
410.0,05/01/2020 06:30,8.88,43.056,17.808,0.0,2825.82,72.59,"28,14"
411.0,05/01/2020 06:45,9.032,41.808,15.2,0.0,2821.74,60.82,"28,14"
412.0,05/01/2020 07:00,8.276,43.68,13.964,0.0,2819.9,47.11,"30,89"
413.0,05/01/2020 07:15,8.944,44.616,13.08,0.0,2852.0,39.19,"30,89"
414.0,05/01/2020 07:30,11.0,48.36,13.364,0.0,2875.3,32.02,"30,89"
415.0,05/01/2020 07:45,11.444,48.048,14.592,0.0,2839.02,26.99,"30,89"
416.0,05/01/2020 08:00,10.74,47.424,13.516,1.0548,2831.58,22.87,"32,50"
417.0,05/01/2020 08:15,11.048,51.48,13.068,28.2476,2822.96,22.5,"32,50"
418.0,05/01/2020 08:30,10.556,49.296,13.488,45.5884,2885.1,23.83,"32,50"
419.0,05/01/2020 08:45,10.988,47.736,12.9,119.9208,2862.76,26.68,"32,50"
420.0,05/01/2020 09:00,10.972,48.36,13.2,190.1356,2861.36,28.6,"35,60"
421.0,05/01/2020 09:15,10.696,48.984,14.032,281.3872,2855.86,33.75,"35,60"
422.0,05/01/2020 09:30,11.096,49.92,13.016,369.1168,2854.2,40.34,"35,60"
423.0,05/01/2020 09:45,10.848,48.36,13.808,408.82,2854.1,49.5,"35,60"
424.0,05/01/2020 10:00,10.872,49.608,15.028,467.1168,2847.48,59.47,"37,00"
425.0,05/01/2020 10:15,16.42,48.672,12.22,553.5216,2917.98,66.31,"37,00"
426.0,05/01/2020 10:30,16.592,48.36,11.84,615.2896,2893.86,70.66,"37,00"
427.0,05/01/2020 10:45,16.724,48.984,14.072,438.9656,2871.66,77.1,"37,00"
428.0,05/01/2020 11:00,16.836,48.672,13.264,535.9268,2861.04,78.96,"39,76"
429.0,05/01/2020 11:15,16.464,46.8,10.868,547.0752,2837.88,81.04,"39,76"
430.0,05/01/2020 11:30,16.464,48.36,13.284,492.0184,2836.6,87.07,"39,76"
431.0,05/01/2020 11:45,16.936,47.424,13.924,503.6804,2797.24,86.28,"39,76"
432.0,05/01/2020 12:00,16.652,46.488,11.888,515.8392,2785.32,93.51,"37,99"
433.0,05/01/2020 12:15,17.172,48.984,14.716,587.6928,2845.52,94.19,"37,99"
434.0,05/01/2020 12:30,16.648,46.176,14.528,512.1992,2828.76,95.82,"37,99"
435.0,05/01/2020 12:45,16.936,47.112,13.664,420.3528,2830.66,96.54,"37,99"
436.0,05/01/2020 13:00,12.576,48.36,13.028,514.3984,2830.86,100.1,"35,44"
437.0,05/01/2020 13:15,11.028,47.736,13.032,542.3452,2753.82,99.79,"35,44"
438.0,05/01/2020 13:30,10.708,46.176,11.32,444.0172,2792.08,107.14,"35,44"
439.0,05/01/2020 13:45,11.008,47.112,12.712,355.4708,2810.5,113.92,"35,44"
440.0,05/01/2020 14:00,10.932,48.36,10.88,303.0796,1640.48,111.69,"35,34"
441.0,05/01/2020 14:15,10.872,45.864,11.76,314.3128,1705.02,112.38,"35,34"
442.0,05/01/2020 14:30,10.708,46.488,12.444,381.832,1763.38,119.46,"35,34"
443.0,05/01/2020 14:45,11.096,45.864,11.516,266.9224,2951.86,129.73,"35,34"
444.0,05/01/2020 15:00,10.912,47.112,13.584,151.4344,2849.66,127.92,"36,60"
445.0,05/01/2020 15:15,11.3,46.488,10.732,73.9292,2794.52,148.44,"36,60"
446.0,05/01/2020 15:30,10.928,47.736,11.084,36.634,1985.18,140.68,"36,60"
447.0,05/01/2020 15:45,11.06,49.608,11.6,12.3888,1622.64,145.37,"36,60"
448.0,05/01/2020 16:00,11.04,50.232,11.312,0.3484,2743.08,143.53,"40,86"
449.0,05/01/2020 16:15,11.084,50.856,11.128,0.0,2993.24,135.95,"40,86"
450.0,05/01/2020 16:30,11.096,48.984,11.648,0.0,2977.42,131.33,"40,86"
451.0,05/01/2020 16:45,10.588,49.92,15.404,0.0,2917.38,113.53,"40,86"
452.0,05/01/2020 17:00,11.048,49.296,13.936,0.0,2904.96,110.59,"44,94"
453.0,05/01/2020 17:15,10.744,48.984,13.752,0.0,2936.46,105.62,"44,94"
454.0,05/01/2020 17:30,10.66,48.36,13.392,0.0,2919.0,109.37,"44,94"
455.0,05/01/2020 17:45,10.82,47.736,14.36,0.0,2918.86,103.95,"44,94"
456.0,05/01/2020 18:00,11.288,46.8,13.168,0.0,2938.02,104.13,"45,58"
457.0,05/01/2020 18:15,10.3,46.488,13.652,0.0,2953.48,95.59,"45,58"
458.0,05/01/2020 18:30,10.98,48.36,14.124,0.0,2951.64,101.55,"45,58"
459.0,05/01/2020 18:45,10.508,48.672,13.928,0.0,2921.14,107.4,"45,58"
460.0,05/01/2020 19:00,14.736,47.736,14.0,0.0,2904.28,110.66,"44,99"
461.0,05/01/2020 19:15,16.552,46.488,12.396,0.0,2907.9,120.86,"44,99"
462.0,05/01/2020 19:30,15.16,46.176,12.356,0.0,2925.16,130.44,"44,99"
463.0,05/01/2020 19:45,14.2,46.176,12.372,0.0,2931.54,128.5,"44,99"
464.0,05/01/2020 20:00,14.62,46.488,12.152,0.0,2927.56,130.62,"42,66"
465.0,05/01/2020 20:15,14.144,46.176,12.412,0.0,2931.36,137.87,"42,66"
466.0,05/01/2020 20:30,14.096,46.176,11.968,0.0,2928.32,148.3,"42,66"
467.0,05/01/2020 20:45,14.0,45.552,12.604,0.0,2899.04,146.53,"42,66"
468.0,05/01/2020 21:00,14.264,40.872,12.28,0.0,2895.18,145.52,"38,23"
469.0,05/01/2020 21:15,14.12,42.12,13.212,0.0,2930.78,148.74,"38,23"
470.0,05/01/2020 21:30,14.28,40.56,12.192,0.0,2941.6,153.91,"38,23"
471.0,05/01/2020 21:45,14.268,41.496,11.888,0.0,2944.0,152.42,"38,23"
472.0,05/01/2020 22:00,12.072,41.184,12.452,0.0,2936.3,149.41,"35,90"
473.0,05/01/2020 22:15,8.864,40.56,11.952,0.0,2945.26,150.37,"35,90"
474.0,05/01/2020 22:30,9.036,41.496,11.196,0.0,2953.26,149.17,"35,90"
475.0,05/01/2020 22:45,9.244,41.808,10.992,0.0,2989.12,150.37,"35,90"
476.0,05/01/2020 23:00,9.732,40.56,11.496,0.0,3009.64,153.72,"30,84"
477.0,05/01/2020 23:15,8.956,41.184,11.316,0.0,2999.06,157.22,"30,84"
478.0,05/01/2020 23:30,8.46,42.432,11.808,0.0,2946.76,158.11,"30,84"
479.0,05/01/2020 23:45,8.644,41.496,12.6,0.0,2981.12,159.39,"30,84"
480.0,06/01/2020 00:00,9.032,41.496,9.38,0.0,2992.56,161.72,"32,08"
481.0,06/01/2020 00:15,9.24,41.496,8.548,0.0,2919.51,159.02,"32,08"
482.0,06/01/2020 00:30,9.528,41.496,8.52,0.0,2899.46,156.45,"32,08"
483.0,06/01/2020 00:45,8.876,40.872,8.376,0.0,2955.78,152.98,"32,08"
484.0,06/01/2020 01:00,9.044,40.872,8.204,0.0,2969.2,150.13,"30,12"
485.0,06/01/2020 01:15,8.88,41.184,8.648,0.0,2986.4,144.01,"30,12"
486.0,06/01/2020 01:30,8.72,40.56,8.392,0.0,3003.96,142.39,"30,12"
487.0,06/01/2020 01:45,8.54,41.496,15.516,0.0,2954.3,146.01,"30,12"
488.0,06/01/2020 02:00,8.704,40.56,11.728,0.0,2876.44,144.04,"29,01"
489.0,06/01/2020 02:15,8.428,41.496,7.996,0.0,2884.36,148.23,"29,01"
490.0,06/01/2020 02:30,8.596,41.496,8.952,0.0,2933.74,147.97,"29,01"
491.0,06/01/2020 02:45,8.58,40.56,8.304,0.0,2930.46,142.67,"29,01"
492.0,06/01/2020 03:00,8.8,41.184,8.024,0.0,2901.6,143.39,"28,62"
493.0,06/01/2020 03:15,8.868,41.496,8.28,0.0,2913.5,146.95,"28,62"
494.0,06/01/2020 03:30,9.248,40.872,8.392,0.0,2922.18,146.48,"28,62"
495.0,06/01/2020 03:45,8.604,41.184,8.672,0.0,2926.06,141.06,"28,62"
496.0,06/01/2020 04:00,9.0,41.496,8.64,0.0,2921.68,133.22,"28,27"
497.0,06/01/2020 04:15,8.68,41.184,7.828,0.0,2922.28,131.6,"28,27"
498.0,06/01/2020 04:30,8.728,40.56,8.26,0.0,2921.92,133.54,"28,27"
499.0,06/01/2020 04:45,9.056,41.808,9.084,0.0,2908.66,130.96,"28,27"
500.0,06/01/2020 05:00,8.392,41.184,14.776,0.0,2881.72,129.46,"30,75"
501.0,06/01/2020 05:15,8.292,40.56,12.384,0.0,2898.34,128.71,"30,75"
502.0,06/01/2020 05:30,8.54,41.184,10.428,0.0,2901.38,132.71,"30,75"
503.0,06/01/2020 05:45,8.844,41.496,11.412,0.0,2933.48,126.88,"30,75"
504.0,06/01/2020 06:00,8.996,40.872,12.06,0.0,2932.46,120.44,"36,09"
505.0,06/01/2020 06:15,9.928,42.12,11.996,0.0,2921.1,112.26,"36,09"
506.0,06/01/2020 06:30,13.052,41.184,17.144,0.0,2922.54,105.31,"36,09"
507.0,06/01/2020 06:45,22.34,41.496,27.064,0.0,2913.68,95.19,"36,09"
508.0,06/01/2020 07:00,29.552,40.872,13.404,0.0,2925.52,84.66,"44,48"
509.0,06/01/2020 07:15,47.128,41.496,22.116,0.0,2947.72,75.16,"44,48"
510.0,06/01/2020 07:30,72.548,40.56,22.32,0.0008,2948.86,65.96,"44,48"
511.0,06/01/2020 07:45,93.244,39.624,23.956,0.0784,2952.9,62.8,"44,48"
512.0,06/01/2020 08:00,117.84,40.248,23.508,7.3544,2949.0,58.46,"44,61"
513.0,06/01/2020 08:15,123.288,39.936,15.768,33.0932,2946.48,59.0,"44,61"
514.0,06/01/2020 08:30,121.78,40.248,21.7,75.0948,2942.36,59.98,"44,61"
515.0,06/01/2020 08:45,120.728,38.688,27.992,180.7056,2937.68,56.82,"44,61"
516.0,06/01/2020 09:00,123.28,38.376,22.3,216.9292,2949.68,49.57,"45,68"
517.0,06/01/2020 09:15,124.34,38.064,21.384,274.9284,2955.48,45.23,"45,68"
518.0,06/01/2020 09:30,125.232,38.688,28.452,341.22,2955.44,51.03,"45,68"
519.0,06/01/2020 09:45,124.868,38.688,15.696,407.1596,2895.68,51.55,"45,68"
520.0,06/01/2020 10:00,127.044,39.312,26.908,427.1244,2923.58,58.05,"45,00"
521.0,06/01/2020 10:15,126.68,38.376,14.016,506.9876,2963.92,59.71,"45,00"
522.0,06/01/2020 10:30,126.248,38.688,15.016,624.99,3010.26,65.28,"45,00"
523.0,06/01/2020 10:45,125.092,38.064,13.52,380.9812,3031.2,63.93,"45,00"
524.0,06/01/2020 11:00,130.868,39.312,14.952,241.7716,3031.78,68.89,"45,02"
525.0,06/01/2020 11:15,132.048,38.064,13.336,260.1452,2993.52,73.79,"45,02"
526.0,06/01/2020 11:30,130.36,39.0,13.672,324.9944,2972.42,79.22,"45,02"
527.0,06/01/2020 11:45,131.704,38.688,13.452,422.7996,2986.16,86.31,"45,02"
528.0,06/01/2020 12:00,132.428,38.688,10.324,336.512,2996.22,93.07,"44,30"
529.0,06/01/2020 12:15,128.116,39.0,10.276,761.862,3011.9,105.97,"44,30"
530.0,06/01/2020 12:30,130.4,38.376,8.976,420.1328,3011.26,112.77,"44,30"
531.0,06/01/2020 12:45,129.392,38.688,8.872,704.1108,2941.94,114.36,"44,30"
532.0,06/01/2020 13:00,131.056,38.688,7.796,771.684,2910.18,125.67,"44,20"
533.0,06/01/2020 13:15,131.28,38.376,9.368,750.0352,2913.0,124.56,"44,20"
534.0,06/01/2020 13:30,131.976,38.688,9.348,688.6416,2953.6,130.35,"44,20"
535.0,06/01/2020 13:45,130.184,39.312,7.696,613.8588,2954.2,141.88,"44,20"
536.0,06/01/2020 14:00,127.544,38.376,9.016,480.764,2953.62,141.64,"43,83"
537.0,06/01/2020 14:15,126.98,39.312,6.916,415.9796,2942.18,145.83,"43,83"
538.0,06/01/2020 14:30,126.884,39.0,6.508,328.2224,2937.8,155.07,"43,83"
539.0,06/01/2020 14:45,126.288,38.688,7.864,278.6796,2931.5,169.04,"43,83"
540.0,06/01/2020 15:00,125.716,38.688,7.532,199.784,2930.58,170.22,"45,10"
541.0,06/01/2020 15:15,125.36,38.688,6.616,162.164,2928.56,163.98,"45,10"
542.0,06/01/2020 15:30,126.064,38.688,9.932,86.4592,2954.6,164.57,"45,10"
543.0,06/01/2020 15:45,126.172,37.752,7.476,25.2,2959.68,179.76,"45,10"
544.0,06/01/2020 16:00,125.932,39.0,12.28,3.0,2914.26,187.19,"47,00"
545.0,06/01/2020 16:15,125.584,38.688,10.804,0.0,2921.52,180.22,"47,00"
546.0,06/01/2020 16:30,125.372,38.376,8.416,0.0,2949.9,144.89,"47,00"
547.0,06/01/2020 16:45,126.492,39.624,9.704,0.0,2944.14,135.2,"47,00"
548.0,06/01/2020 17:00,130.44,39.624,9.768,0.0,2925.4,155.28,"49,16"
549.0,06/01/2020 17:15,128.048,41.184,10.608,0.0,2918.86,174.63,"49,16"
550.0,06/01/2020 17:30,126.088,41.184,10.972,0.0,2914.88,172.55,"49,16"
551.0,06/01/2020 17:45,123.296,40.872,10.956,0.0,2913.52,154.85,"49,16"
552.0,06/01/2020 18:00,128.28,41.496,12.176,0.0,2930.62,163.38,"48,93"
553.0,06/01/2020 18:15,121.124,40.872,12.036,0.0,2931.24,158.68,"48,93"
554.0,06/01/2020 18:30,117.896,41.496,12.612,0.0,2931.28,152.06,"48,93"
555.0,06/01/2020 18:45,109.28,41.184,10.864,0.0,2927.54,151.19,"48,93"
556.0,06/01/2020 19:00,102.632,41.496,11.128,0.0,2927.28,173.49,"48,00"
557.0,06/01/2020 19:15,68.964,40.872,11.928,0.0,2902.26,161.21,"48,00"
558.0,06/01/2020 19:30,23.916,41.184,11.996,0.0,2881.84,144.16,"48,00"
559.0,06/01/2020 19:45,22.688,40.56,10.66,0.0,2895.94,137.89,"48,00"
560.0,06/01/2020 20:00,15.42,40.56,10.98,0.0,2901.1,153.03,"44,10"
561.0,06/01/2020 20:15,14.916,41.808,16.532,0.0,2910.92,142.54,"44,10"
562.0,06/01/2020 20:30,15.208,43.68,19.264,0.0,2916.66,113.52,"44,10"
563.0,06/01/2020 20:45,14.772,43.056,11.864,0.0,2913.86,95.08,"44,10"
564.0,06/01/2020 21:00,14.652,43.056,11.128,0.0,2912.02,85.21,"40,30"
565.0,06/01/2020 21:15,15.076,42.744,10.436,0.0,2908.64,94.99,"40,30"
566.0,06/01/2020 21:30,14.816,42.432,10.016,0.0,2908.44,89.18,"40,30"
567.0,06/01/2020 21:45,14.312,41.496,9.884,0.0,2932.16,90.13,"40,30"
568.0,06/01/2020 22:00,12.116,41.808,10.792,0.0,2935.98,87.58,"38,64"
569.0,06/01/2020 22:15,8.736,41.808,10.5,0.0,2906.54,91.83,"38,64"
570.0,06/01/2020 22:30,8.772,41.184,9.564,0.0,2895.34,94.94,"38,64"
571.0,06/01/2020 22:45,8.496,41.496,9.136,0.0,2887.36,81.84,"38,64"
572.0,06/01/2020 23:00,8.564,41.496,8.404,0.0,2904.94,78.94,"33,42"
573.0,06/01/2020 23:15,8.968,40.872,9.632,0.0,2927.56,81.32,"33,42"
574.0,06/01/2020 23:30,8.464,41.808,16.852,0.0,2958.72,72.07,"33,42"
575.0,06/01/2020 23:45,9.136,41.808,10.52,0.0,2997.34,69.5,"33,42"
576.0,11/01/2020 00:00,13.512,41.184,9.72,0.0,3010.02,68.81,"33,34"
577.0,11/01/2020 00:15,21.2,41.184,9.52,0.0,3000.39,70.31,"33,34"
578.0,11/01/2020 00:30,28.58,41.808,9.484,0.0,2928.76,74.13,"33,34"
579.0,11/01/2020 00:45,29.0,41.808,10.392,0.0,2881.5,78.84,"33,34"
580.0,11/01/2020 01:00,27.82,41.808,9.036,0.0,2897.78,93.01,"31,95"
581.0,11/01/2020 01:15,27.756,41.496,9.22,0.0,2946.5,90.09,"31,95"
582.0,11/01/2020 01:30,28.324,40.872,8.76,0.0,2966.88,87.21,"31,95"
583.0,11/01/2020 01:45,29.404,41.496,9.076,0.0,2965.2,95.24,"31,95"
584.0,11/01/2020 02:00,34.452,42.12,9.032,0.0,2974.28,98.14,"30,80"
585.0,11/01/2020 02:15,22.892,41.184,9.008,0.0,2994.44,96.25,"30,80"
586.0,11/01/2020 02:30,27.324,40.872,9.792,0.0,3028.88,97.29,"30,80"
587.0,11/01/2020 02:45,27.496,41.496,12.652,0.0,2984.96,99.2,"30,80"
588.0,11/01/2020 03:00,30.54,41.184,21.508,0.0,2960.58,97.58,"29,28"
589.0,11/01/2020 03:15,32.18,41.496,20.064,0.0,2913.62,91.66,"29,28"
590.0,11/01/2020 03:30,31.284,41.184,14.288,0.0,2875.7,93.97,"29,28"
591.0,11/01/2020 03:45,26.808,40.872,13.22,0.0,2884.38,101.17,"29,28"
592.0,11/01/2020 04:00,27.276,41.184,28.92,0.0,2927.84,104.76,"30,01"
593.0,11/01/2020 04:15,27.152,41.496,28.988,0.0,2915.46,113.0,"30,01"
594.0,11/01/2020 04:30,22.768,40.872,44.652,0.0,2910.3,112.21,"30,01"
595.0,11/01/2020 04:45,30.084,41.184,77.916,0.0,2912.02,126.42,"30,01"
596.0,11/01/2020 05:00,31.028,41.496,104.384,0.0,2928.02,131.79,"33,37"
597.0,11/01/2020 05:15,31.256,40.872,134.536,0.0,2927.82,129.76,"33,37"
598.0,11/01/2020 05:30,28.42,41.184,138.94,0.0,2925.66,125.16,"33,37"
599.0,11/01/2020 05:45,29.04,40.872,141.812,0.0,2948.92,124.29,"33,37"
600.0,11/01/2020 06:00,31.376,41.808,130.192,0.0,2978.94,121.81,"40,30"
601.0,11/01/2020 06:15,32.096,41.496,122.116,0.0,2985.96,106.21,"40,30"
