,date,shops,office_building,industrial_park
314,2020-01-04 06:30:00,18.036,44.928000000000004,8.98
315,2020-01-04 06:45:00,27.680000000000003,45.24,7.127999999999999
316,2020-01-04 07:00:00,34.367999999999995,47.424,18.088
317,2020-01-04 07:15:00,47.97599999999999,47.736000000000004,17.396
318,2020-01-04 07:30:00,71.85600000000001,49.608000000000004,18.500000000000004
319,2020-01-04 07:45:00,74.17599999999999,51.168,18.048
320,2020-01-04 08:00:00,84.08,49.29600000000001,12.684000000000005
321,2020-01-04 08:15:00,86.61999999999998,44.928000000000004,8.572000000000001
322,2020-01-04 08:30:00,81.536,46.8,8.707999999999998
323,2020-01-04 08:45:00,90.672,47.424,7.028
324,2020-01-04 09:00:00,88.52,48.048,6.675999999999998
325,2020-01-04 09:15:00,79.312,48.36,11.152000000000001
326,2020-01-04 09:30:00,72.812,46.8,12.347999999999999
327,2020-01-04 09:45:00,98.976,46.8,11.064000000000002
328,2020-01-04 10:00:00,100.676,47.424,7.54
329,2020-01-04 10:15:00,78.96,47.736000000000004,7.2479999999999976
330,2020-01-04 10:30:00,63.792,47.111999999999995,7.023999999999999
331,2020-01-04 10:45:00,56.42,46.488,8.075999999999999
332,2020-01-04 11:00:00,62.24,46.488,7.1599999999999975
333,2020-01-04 11:15:00,64.8,46.176,6.3679999999999986
334,2020-01-04 11:30:00,63.93600000000001,44.928000000000004,6.403999999999997
335,2020-01-04 11:45:00,64.39600000000002,44.61600000000001,5.9
336,2020-01-04 12:00:00,55.70800000000001,46.488,5.920000000000001
337,2020-01-04 12:15:00,54.80800000000001,44.928000000000004,5.8439999999999985
338,2020-01-04 12:30:00,53.50400000000001,45.552,5.252000000000001
339,2020-01-04 12:45:00,53.53600000000001,47.111999999999995,5.703999999999999
340,2020-01-04 13:00:00,54.036,46.488,6.224
341,2020-01-04 13:15:00,55.95200000000001,47.111999999999995,5.767999999999999
342,2020-01-04 13:30:00,55.848000000000006,47.424,5.6
343,2020-01-04 13:45:00,54.192,48.048,6.0920000000000005
344,2020-01-04 14:00:00,54.43600000000001,47.424,5.024
345,2020-01-04 14:15:00,56.408,47.736000000000004,6.371999999999999
346,2020-01-04 14:30:00,54.596,47.111999999999995,5.4
347,2020-01-04 14:45:00,51.76800000000001,47.111999999999995,5.8199999999999985
348,2020-01-04 15:00:00,50.76,47.111999999999995,6.364000000000001
349,2020-01-04 15:15:00,48.13200000000001,48.672,12.384
350,2020-01-04 15:30:00,48.8,53.04,9.664
351,2020-01-04 15:45:00,40.044,53.976000000000006,8.040000000000001
352,2020-01-04 16:00:00,37.788,53.04,11.008
353,2020-01-04 16:15:00,37.436,53.04,12.064
354,2020-01-04 16:30:00,36.74800000000001,52.416000000000004,12.808
355,2020-01-04 16:45:00,38.251999999999995,53.352,13.624
356,2020-01-04 17:00:00,37.455999999999996,52.104,12.632
357,2020-01-04 17:15:00,28.3,51.168,12.660000000000002
358,2020-01-04 17:30:00,26.08,49.29600000000001,13.724
359,2020-01-04 17:45:00,24.375999999999998,48.36,12.38
